WORD_ID	THEME_ID	SUBTHEME	FRENCH	DUTCH	GERMAN	ENGLISH	PERSIAN	IMAGE_ID
227	4	Food	oeuf	ei	Ei	egg	تخم مرغ	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.ysVr5TMFrg2pEmUXLyxIuAHaHa%26pid%3DApi&f=1&ipt=265527edf9f5139421c310aa35381715c3be4758e141a7bf1065cd8abfe8924a&ipo=images
228	4	Food	farine	meel	Mehl	flour	آرد	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.NuOpoCOJqlHY0uG_TBx7-QHaE8%26pid%3DApi&f=1&ipt=2705406647bc44e89c941ff34f3f9dc7da210f5be99caec5b60017d34a4d26f9&ipo=images
229	4	Food	viande	vlees	Fleisch	meat	گوشت	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.ueAE1kv5x7dIdBlaK1aguwHaE7%26pid%3DApi&f=1&ipt=ebdbdbc675f30b3a7de1a94c67e4068a52d2e735a9c4e581dd4f1500270986b4&ipo=images
230	4	Food	poulet	kip	Huhn	chicken	مرغ	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.vzpNcIQqE7NTIarXRB05ugHaF5%26pid%3DApi&f=1&ipt=d560c58ff03bc0ec476e50f9be344f3e47c8cc29ec2f939bba0a167833a8783e&ipo=images
231	4	Food	mouton	schapenvlees	Schaf	mutton	گوسفند	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.cqvivpEu29AG3LqpalCDAAHaE7%26pid%3DApi&f=1&ipt=39cc1c61451fa99223db9083f630821e50b91b27f84d66517d3e322e03ab80fd&ipo=images
232	4	Food	boeuf	rundvlees	Rind	beef	گاو	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.EFu-aDXzRcLgZj20AQrNmQHaE7%26pid%3DApi&f=1&ipt=51d198575dc77ea52686224e961ddfa95db461d2a2565fb9f1bcc48e2205ae73&ipo=images
233	4	Food	poisson	vis	Fisch	fish	ماهی	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.pq6YUe0Gf8w_xtWtIb5pLQHaE7%26pid%3DApi&f=1&ipt=2b970abc073a044f97c2dd6ccfbae75bcd4890d1c95dbd65676d933512d256e2&ipo=images
234	4	Food	porc	varkensvlees	Schwein	pork	خوک	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.xV7Ls8EOvXsKBek9IWK43gHaFj%26pid%3DApi&f=1&ipt=d6fed613313e77d53c79bedf8f7aeefb75ccc0cf74cf4a3a782c02a8e7dbccb4&ipo=images
235	4	Food	eau	water	Wasser	water	آب	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.hbec62DsIq4dMZKCqtknVAHaG3%26pid%3DApi&f=1&ipt=24c5db119f14a836dc92e26c7ceb51f3939c1bf7f862bc520e0b6cc54566b954&ipo=images
236	4	Food	thé	thee	Tee	tea	چای	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.YIkdbx13eDzDrM6OQC2bcAHaE7%26pid%3DApi&f=1&ipt=80badb55acabd43a8ffd9df60f3d1bf08e66401757d2f8c155241bb636a27f64&ipo=images
237	4	Food	café	koffie	Kaffee	coffee	قهوه	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.NkwA8MSwyxwofajs0LTGLgHaE9%26pid%3DApi&f=1&ipt=4944e5963d4a8e6f80b399a0a7395abfc35859cb4d8dcc60a2727ca2d76e2168&ipo=images
238	4	Food	riz	rijst	Reis	rice	برنج	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.m7n2KpmlYTDICGwfZZXqCgHaFb%26pid%3DApi&f=1&ipt=700be245c9b2264a722df307a2c1a8068eb146aa4ea139d6e58b2f4315a76720&ipo=images
239	4	Food	pain	brood	Brot	bread	نان	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.Tm38mElierPRcHvLRF-KUQHaGy%26pid%3DApi&f=1&ipt=b7d35d8beb94494d73a2899d2d0b67142b7fd818cca4563e026bfd938f438e20&ipo=images
240	4	Food	pâtes	pasta	Nudeln	pasta	پاستا	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.KNhxNFaU8EQv-crspR790gHaFB%26pid%3DApi&f=1&ipt=fba742fc416662c20fcd98d598fba5381ddef1e3f09b022d694a5308ce978d4c&ipo=images
241	4	Food	huile	olie	Öl	oil	روغن	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.9oCKtMQy97eDsPzc6GVSyAHaLH%26pid%3DApi&f=1&ipt=28a3effe13881b03f3e8317b4f0cdb7ed3937870294725af2b713ac752daf602&ipo=images
242	4	Food	sel	zout	Salz	salt	نمک	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.SpXWaMQLUHlSHCE62LdjZQHaFj%26pid%3DApi&f=1&ipt=3058802b4c8ef3809690268d2079fb7aeb2abedbe8de65b28e9a04032e762f5a&ipo=images
243	4	Food	poivre	peper	Pfeffer	pepper	فلفل	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.0GjT2avomfJ58mAYuOsF6QHaFj%26pid%3DApi&f=1&ipt=4e8de0d05cb73c92f581fae084eb71c686ccf82c7d5272c747c9f9cf10834d29&ipo=images
244	4	Food	épice	kruiden	Gewürz	spice	ادویه	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.5dunWrt4v6a-BuGrDv6bPQHaEK%26pid%3DApi&f=1&ipt=6dd5cfced81c1f3802b3ad031bb3c942f9dbd52a5c554dc3a6578827ba13fadd&ipo=images
245	4	Food	safran	saffraan	Safran	saffron	زعفران	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.BkKj7UuAVQUCSZxojv3xUwHaE8%26pid%3DApi&f=1&ipt=b9b76b28a06b932ce674a8797da3a6ac675f429ae78cddd88f565f750133dd48&ipo=images
246	4	Food	beurre	boter	Butter	butter	کره	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Iu9nVY4C_C2DnR8_hmVivgHaFj%26pid%3DApi&f=1&ipt=c74165b659b051b9c5ecc7a2c55e5b0288f9c362081284d570813a89ad1a9fad&ipo=images
247	4	Food	yoghurt	yoghurt	Joghurt	yoghurt	ماست	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.IyVyPtwwtUNzhy8Qv1kpjQHaE8%26pid%3DApi&f=1&ipt=efc321e8b80cb5f277081558eda0b3b15d81257d6caa250feaec3397b81a269a&ipo=images
248	4	Food	glace	ijs	Eis	ice cream	بستنی	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP._xwTuw8WFnoy7ZmFi1zBMQHaNK%26pid%3DApi&f=1&ipt=8a20ea42a66d007f0edeaa1a2c680128e397b6a59244ea155cdb8921d5d83c5d&ipo=images
249	4	Food	salade	salade	Salat	salad	سالاد	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.FhDOK9EyvqFomlI_fAm0YAHaE7%26pid%3DApi&f=1&ipt=602604007225b44270e6aea15c6bb75a9dd246e4a71c968ca6507fa0a2169fd3&ipo=images
250	4	Food	tomate	tomaat	Tomate	tomato	گوجه فرنگی	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.HiHEL1eRVKXpHjVX6huFxwHaHa%26pid%3DApi&f=1&ipt=f69e2c7b6ca11ad0dda39c7390c68ddb1cf0c24daf9f1d723af6cb9252308963&ipo=images
251	4	Food	aubergine	aubergine	Aubergine	aubergine	بادنجان	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.6I1p55CsFRIcOCGl1sLQUgHaF_%26pid%3DApi&f=1&ipt=728c796db354b26be6663ab487b4f619b59736c5502b79a936de45b2dd62562e&ipo=images
252	4	Food	poivron	peper	Paprika	bell pepper	فلفل دلمهای	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.T-cAzDnBGa-orKX4LJK7iAEyDL%26pid%3DApi&f=1&ipt=ef4f0c654b71a86ac04b2dded783ebe84614d126f3e73cc42cb7d0af45482fec&ipo=images
253	4	Food	oignon	ui	Zwiebel	onion	پیاز	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.IYRlMENw_wu1BRJ2JhTSLQHaHa%26pid%3DApi&f=1&ipt=75c3baaacdd95f704e203c1102ee9cd8f47e343cadbed1c3b2c7c5f4c32529de&ipo=images
254	4	Food	ail	knoflook	Knoblauch	garlic	سیر	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.h8Bk5FL6GjjXSua5vinPcgHaHa%26pid%3DApi&f=1&ipt=b31ef5b18262e830b4c0ef87b057aa8bbf37d919794fea3f8cb0579b035ad977&ipo=images
255	4	Food	fromage	kaas	Käse	cheese	پنیر	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.TSFmmEx_Q8NrjZ6ao0L8vwHaE8%26pid%3DApi&f=1&ipt=e7c3cf45fcea86956681f4cbdcabbc49ea1c5c15fbf2a32616bf6a6fa7800ec7&ipo=images
256	4	Food	pomme	appel	Apfel	apple	سیب	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.9rvRxf-fQ8UsTrHt4OHX-gHaHa%26pid%3DApi&f=1&ipt=d2574fa9ff362e52ec6109bb7c6fd97714f23cbc8169767fc7c6b19252db2718&ipo=images
257	4	Food	banane	banaan	Banane	banana	موز	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.rEWhGzFHKJnYbj9-gBhnyAHaHa%26pid%3DApi&f=1&ipt=43a287100dded2601d0edef62a0cf1150bcb19e33cf2444d715f45a72383fb3a&ipo=images
258	4	Food	orange	oranje	Orange	orange	نارنج	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.evIZKR9l2CYNobkqFp9M4AHaE8%26pid%3DApi&f=1&ipt=43a1507c0ee5f181d35daf622069326ebe4d30ba91ca16c5fda9065fabef7bd7&ipo=images
259	4	Food	orange	oranje	orange	orange	پرتقال	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.evIZKR9l2CYNobkqFp9M4AHaE8%26pid%3DApi&f=1&ipt=43a1507c0ee5f181d35daf622069326ebe4d30ba91ca16c5fda9065fabef7bd7&ipo=images
260	4	Food	chelow kebab	chelow kebab	Chelow Kebab	chelow kebab	چلو کباب	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.jji6GNUH9OkGkQ_gMUdeywHaFR%26pid%3DApi&f=1&ipt=f6d51a0d3742e93653ca3d82b076c1e0c7cb4fc82b14fd4d8526684a8ec5be77&ipo=images
261	4	Food	pomme de terre	aardappel	Kartoffel	potato	سیب زمینی	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.xFdQG5my6f37lr1zj0LZaAHaEK%26pid%3DApi&f=1&ipt=fe1eab9e683d4ba3e805fbdd36fcbbc5bfbea4ef00b523b8e6dde5baf9883cfa&ipo=images
262	4	Food	noix	walnoot	Walnuss	walnut	گردو	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.explicit.bing.net%2Fth%3Fid%3DOIP._ES_KCdfj0suKFjRVX3pCQHaHa%26pid%3DApi&f=1&ipt=c571b4d18f0fa79131deb5479e3b893bfdac9a9f7214e684d0bf18f6c04f5c79&ipo=images
263	4	Food	carotte	wortel	Karotte	carrot	هویج	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.RRLWHhQc4Q5ZrYQRVTrdcwHaHa%26pid%3DApi&f=1&ipt=7601cc07ea233f4f2a72a51b8fa6b2945658237064a294870597c4320e48896a&ipo=images
264	4	Objects	table	tafel	Tisch	table	میز	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.TNR5RgN2a-_qawNVxobf6AHaGm%26pid%3DApi&f=1&ipt=838a46cd137462b25775db1dc93364fccc618b6c401d636ace5fcc737a8c7fc8&ipo=images
265	4	Objects	nappe	tafelkleed	Tischtuch	tablecloth	سفره	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.IjRS1l-eEZ16pTCefXsv9wHaI4%26pid%3DApi&f=1&ipt=a98daf0f0de096ce572ee8eb5348617add223574ffb02b33c86c1817cec7fa8b&ipo=images
266	4	Objects	verre	glas	Glas	glass	لیوان	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.0KTO2EkLTG20FiMkSRFQ_AHaHa%26pid%3DApi&f=1&ipt=06ce8b9260b70117f762dad7b3a83eaf7fa959b597063305d542f4d268c52534&ipo=images
267	4	Objects	tasse	kopje	Tasse	cup	فنجان	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.5FIClUPjUfTQCBJYUvxNggHaHa%26pid%3DApi&f=1&ipt=23fef7094fa9ff0c1233936ebb8edf7e36a904e13a2f9de66664eede0bf09962&ipo=images
268	4	Objects	couteau	mes	Messer	knife	چاقو	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.explicit.bing.net%2Fth%3Fid%3DOIP.fO04GDPnpvmL4dkhykVn4QHaHa%26pid%3DApi&f=1&ipt=45b3f95db229a10c2e024e88f6d1bb4c16fd6fa73a934d244856fe678ac4f5b9&ipo=images
269	4	Objects	fourchette	vork	Gabel	fork	چنگال	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.3rHHQZ2rcm4fO6JuQfBSOwHaHa%26pid%3DApi&f=1&ipt=5df0cce566a1f6e22ea781bd21a81eefd59acadf497e459e509040ff4e8d05c5&ipo=images
270	4	Objects	cuillière	lepel	Löffel	spoon	قاشق	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.MBWol1ff-gT95zJQSgw-qQHaHq%26pid%3DApi&f=1&ipt=33a618339a535aa502e0973da3e23cdf7a2a0c6c8909a7af5f380b061533bdda&ipo=images
271	4	Objects	assiette	bord	Teller	plate	پشقاب	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.DScZmt3J4hOGSXPLDrdtYAHaHa%26pid%3DApi&f=1&ipt=9a03d2a4dd0f5aa310ef3b6aa20e25819066413888e7c12b579b45fff945ee8e&ipo=images
